"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","46293453428","Ferre Pons, Marta","10/09/1998","Aparicio Riera, Roger","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Beltran Exposito, Marina","+34 XXXXZZZZ","+34 XXXXLLL","roger@mailintaor.com","c/ de l'aviador Marina Beltran Exposito","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFI2A"
"1","84878206580","Ros Martos, Oriol","28/09/1995","Roig Rueda, Daniela","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Juan Flores, Judith","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Judith Juan Flores","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","32459688404","Caballero Cardona, Nora","22/02/1997","Roman Linares, Lucas","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Velasco Morales, Arnau","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Arnau Velasco Morales","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","72337910324","Ramos Saez, David","23/08/1991","Linares Pallares, Gisela","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Velasco Castells, Ainara","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Ainara Velasco Castells","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","78325706687","Pujol Salas, Alexandra","10/06/1999","Diez Aranda, Laura","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Serrano Serra, Joel","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Joel Serrano Serra","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","17067061187","Rey Vazquez, Irene","25/07/1992","Herrero Arenas, Martina","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Galan Estrada, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Queralt Galan Estrada","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","74697466138","Benito Oliva, Salma","10/10/1999","Tomas Espinosa, Laia","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Diaz Cardona, Ian","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Ian Diaz Cardona","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","12488285212","Collado Escudero, Alejandro","24/04/1992","Barrera Carrera, Alejandro","+34 XXXXXXX","+34 XXXXXXX","alejandro@mailintaor.com","Crespo Pla, Joana","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Joana Crespo Pla","L'Armentera","Albanyà","alejandro@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","42514117494","Bautista Carrera, Judit","20/07/1997","Santos Morales, Rayan","+34 XXXXXXX","+34 XXXXXXX","judit@mailintaor.com","Sans Heredia, Leire","+34 XXXXZZZZ","+34 XXXXLLL","rayan@mailintaor.com","c/ de l'aviador Leire Sans Heredia","L'Armentera","Albanyà","judit@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","11777756248","Codina Luna, Roc","01/06/1991","Carrasco Espinosa, Aitor","+34 XXXXXXX","+34 XXXXXXX","roc@mailintaor.com","Garriga Farre, Marina","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Marina Garriga Farre","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","70977513806","Cuenca Soler, Leo","15/12/1994","Soria Camps, Aina","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Ros Garcia, Ana","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Ana Ros Garcia","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","11821274434","Domingo Miranda, Roger","08/11/1995","Rivas Bernal, Abril","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Paredes Cuevas, Lucas","+34 XXXXZZZZ","+34 XXXXLLL","abril@mailintaor.com","c/ de l'aviador Lucas Paredes Cuevas","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","49970578577","Navas Heredia, Berta","20/04/1996","Villar Colomer, Jordi","+34 XXXXXXX","+34 XXXXXXX","berta@mailintaor.com","Gallego Nuñez, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","jordi@mailintaor.com","c/ de l'aviador Jaume Gallego Nuñez","L'Armentera","Albanyà","berta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","64576106082","Codina Viñas, Marina","29/04/1991","Miralles Rosell, Aina","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Martin Ferrer, Jan","+34 XXXXZZZZ","+34 XXXXLLL","aina@mailintaor.com","c/ de l'aviador Jan Martin Ferrer","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","43666502972","Luna Cabrera, Adam","07/09/1997","Sierra Reina, Ayman","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Mendez Salas, Jan","+34 XXXXZZZZ","+34 XXXXLLL","ayman@mailintaor.com","c/ de l'aviador Jan Mendez Salas","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","99430041093","Pereira Codina, Xavi","26/01/1992","Torrent Gracia, Mireia","+34 XXXXXXX","+34 XXXXXXX","xavi@mailintaor.com","Ramon Esteban, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Oriol Ramon Esteban","L'Armentera","Albanyà","xavi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","94532069524","Ortega Carrillo, Oriol","08/03/1999","Escobar Bueno, Álvaro","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Mendoza Ros, Laura","+34 XXXXZZZZ","+34 XXXXLLL","alvaro@mailintaor.com","c/ de l'aviador Laura Mendoza Ros","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","73919542942","Segura Pereira, Bruno","20/07/1996","Oliva Campos, Ferran","+34 XXXXXXX","+34 XXXXXXX","bruno@mailintaor.com","Vazquez Gomez, Marcos","+34 XXXXZZZZ","+34 XXXXLLL","ferran@mailintaor.com","c/ de l'aviador Marcos Vazquez Gomez","L'Armentera","Albanyà","bruno@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","36062164090","Requena Gomez, Adam","30/06/1996","Domingo Jurado, Jan","+34 XXXXXXX","+34 XXXXXXX","adam@mailintaor.com","Pozo Ventura, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","jan@mailintaor.com","c/ de l'aviador Alexandra Pozo Ventura","L'Armentera","Albanyà","adam@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","54291327880","Izquierdo Vega, Oriol","07/02/1997","Bautista Castillo, Irene","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Vila Prats, Alan","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Alan Vila Prats","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","46617822491","Domenech Valencia, Salma","11/02/1995","Escobar Galvez, Daniel","+34 XXXXXXX","+34 XXXXXXX","salma@mailintaor.com","Lopez Muñoz, Oriol","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Oriol Lopez Muñoz","L'Armentera","Albanyà","salma@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","30894284811","Asensio Nadal, Clara","13/07/1990","Aranda Santamaria, Ismael","+34 XXXXXXX","+34 XXXXXXX","clara@mailintaor.com","Bravo Diaz, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Miquel Bravo Diaz","L'Armentera","Albanyà","clara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","98672779848","Arias Codina, Miguel","18/08/1996","Navas Rivera, Queralt","+34 XXXXXXX","+34 XXXXXXX","miguel@mailintaor.com","Cabrera Vila, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Carlota Cabrera Vila","L'Armentera","Albanyà","miguel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","18884856943","Royo Luna, Iker","22/08/1993","Montoya Pascual, Biel","+34 XXXXXXX","+34 XXXXXXX","iker@mailintaor.com","Colomer Blanco, Mar","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Mar Colomer Blanco","L'Armentera","Albanyà","iker@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","22866531985","Heredia Torres, Alba","10/04/1994","Tomas Perez, Adriana","+34 XXXXXXX","+34 XXXXXXX","alba@mailintaor.com","Muñoz Ordoñez, Xavier","+34 XXXXZZZZ","+34 XXXXLLL","adriana@mailintaor.com","c/ de l'aviador Xavier Muñoz Ordoñez","L'Armentera","Albanyà","alba@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","61567086015","Mata Contreras, Elsa","08/08/1991","Cuenca Sancho, Ainara","+34 XXXXXXX","+34 XXXXXXX","elsa@mailintaor.com","Domenech Alcaraz, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","ainara@mailintaor.com","c/ de l'aviador Pablo Domenech Alcaraz","L'Armentera","Albanyà","elsa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","75235414569","Sola Garrido, Quim","20/12/1994","Camps Viñas, Isaac","+34 XXXXXXX","+34 XXXXXXX","quim@mailintaor.com","Caballero Figueras, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","isaac@mailintaor.com","c/ de l'aviador Adrià Caballero Figueras","L'Armentera","Albanyà","quim@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","87357581611","Badia Salas, Hugo","14/09/1996","Reyes Villar, Elsa","+34 XXXXXXX","+34 XXXXXXX","hugo@mailintaor.com","Maldonado Cardona, José","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador José Maldonado Cardona","L'Armentera","Albanyà","hugo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","24678660557","Estrada Gallego, David","20/09/1998","Peña Castaño, Eva","+34 XXXXXXX","+34 XXXXXXX","david@mailintaor.com","Mata Calvo, Aina","+34 XXXXZZZZ","+34 XXXXLLL","eva@mailintaor.com","c/ de l'aviador Aina Mata Calvo","L'Armentera","Albanyà","david@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","79030127412","Bonet Gonzalez, Jaume","28/08/1999","Pastor Juan, Marta","+34 XXXXXXX","+34 XXXXXXX","jaume@mailintaor.com","Figueras Lopez, Pablo","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Pablo Figueras Lopez","L'Armentera","Albanyà","jaume@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","45163096674","Reina Ros, Álvaro","04/08/1999","Martos Ruiz, Albert","+34 XXXXXXX","+34 XXXXXXX","alvaro@mailintaor.com","Salas Soria, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","albert@mailintaor.com","c/ de l'aviador Ainhoa Salas Soria","L'Armentera","Albanyà","alvaro@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","52742184199","Suarez Ferre, Joel","22/10/1999","Pacheco Pons, Aleix","+34 XXXXXXX","+34 XXXXXXX","joel@mailintaor.com","Segura Padilla, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","aleix@mailintaor.com","c/ de l'aviador Ferran Segura Padilla","L'Armentera","Albanyà","joel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","76243164480","Sala Parra, Naia","09/08/1998","Merino Vila, Carla","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Molina Redondo, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Ayman Molina Redondo","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","87459241650","Pages Hernandez, Daniela","18/02/1993","Prats Lorente, Elsa","+34 XXXXXXX","+34 XXXXXXX","daniela@mailintaor.com","Bosch Rey, Marwa","+34 XXXXZZZZ","+34 XXXXLLL","elsa@mailintaor.com","c/ de l'aviador Marwa Bosch Rey","L'Armentera","Albanyà","daniela@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","14873565171","Iglesias Aparicio, Eva","30/08/1990","Contreras Tomas, Aitor","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Barrera Flores, Clara","+34 XXXXZZZZ","+34 XXXXLLL","aitor@mailintaor.com","c/ de l'aviador Clara Barrera Flores","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","74419838148","Gallego Guzman, Diego","22/10/1997","Gallego Valencia, Bruno","+34 XXXXXXX","+34 XXXXXXX","diego@mailintaor.com","Abad Iglesias, Anna","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Anna Abad Iglesias","L'Armentera","Albanyà","diego@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","31110036786","Leon Torres, Leire","09/03/1997","Requena Casanovas, Miguel","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Ruiz Sala, Nerea","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Nerea Ruiz Sala","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","94159537362","Benito Mateu, Noa","22/06/1990","Singh Martin, Carla","+34 XXXXXXX","+34 XXXXXXX","noa@mailintaor.com","Ferrer Aranda, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","carla@mailintaor.com","c/ de l'aviador Lucía Ferrer Aranda","L'Armentera","Albanyà","noa@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","20237451975","Vives Molina, Ariadna","24/07/1997","Segura Abad, David","+34 XXXXXXX","+34 XXXXXXX","ariadna@mailintaor.com","Ortiz Guerrero, Aitor","+34 XXXXZZZZ","+34 XXXXLLL","david@mailintaor.com","c/ de l'aviador Aitor Ortiz Guerrero","L'Armentera","Albanyà","ariadna@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","54998707102","Marcos Sabate, Eva","19/07/1999","Ramos Lara, Joana","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Navas Rey, Abril","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Abril Navas Rey","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","53909095903","Bosch Guerra, Mireia","22/08/1993","Salvador Bertran, Martí","+34 XXXXXXX","+34 XXXXXXX","mireia@mailintaor.com","Garcia Fuentes, Ferran","+34 XXXXZZZZ","+34 XXXXLLL","marti@mailintaor.com","c/ de l'aviador Ferran Garcia Fuentes","L'Armentera","Albanyà","mireia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","25936074516","Requena Marcos, Paula","09/11/1995","Muñoz Espinosa, Xavi","+34 XXXXXXX","+34 XXXXXXX","paula@mailintaor.com","Acosta Alonso, Mar","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Mar Acosta Alonso","L'Armentera","Albanyà","paula@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","74756600513","Duran Lorenzo, Sara","09/10/1992","Plaza Calderon, Bernat","+34 XXXXXXX","+34 XXXXXXX","sara@mailintaor.com","Rivera Sabate, Laia","+34 XXXXZZZZ","+34 XXXXLLL","bernat@mailintaor.com","c/ de l'aviador Laia Rivera Sabate","L'Armentera","Albanyà","sara@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","95590864679","Rodriguez Salvador, Unai","15/09/1997","Sancho Rodriguez, Adam","+34 XXXXXXX","+34 XXXXXXX","unai@mailintaor.com","Suarez Estrada, Arlet","+34 XXXXZZZZ","+34 XXXXLLL","adam@mailintaor.com","c/ de l'aviador Arlet Suarez Estrada","L'Armentera","Albanyà","unai@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","19313429532","Montoya Guerrero, Alan","24/10/1995","Estrada Rivas, Bruno","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Rios Cabrera, Miguel","+34 XXXXZZZZ","+34 XXXXLLL","bruno@mailintaor.com","c/ de l'aviador Miguel Rios Cabrera","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","48568154482","Marquez Arroyo, Naia","11/10/1996","Santiago Serrano, Cristina","+34 XXXXXXX","+34 XXXXXXX","naia@mailintaor.com","Romero Valero, Adrià","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Adrià Romero Valero","L'Armentera","Albanyà","naia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","20588249153","Arenas Gutierrez, Leo","15/04/1999","Aranda Aranda, Laura","+34 XXXXXXX","+34 XXXXXXX","leo@mailintaor.com","Esteve Mateo, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","laura@mailintaor.com","c/ de l'aviador Miquel Esteve Mateo","L'Armentera","Albanyà","leo@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","53528038730","Prieto Mata, Aya","22/11/1992","Mora Zamora, Andrea","+34 XXXXXXX","+34 XXXXXXX","aya@mailintaor.com","Bueno Mateo, Leyre","+34 XXXXZZZZ","+34 XXXXLLL","andrea@mailintaor.com","c/ de l'aviador Leyre Bueno Mateo","L'Armentera","Albanyà","aya@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","40195339434","Molina Palau, Roger","11/06/1991","Ruiz Franco, Leo","+34 XXXXXXX","+34 XXXXXXX","roger@mailintaor.com","Vera Lazaro, Carlota","+34 XXXXZZZZ","+34 XXXXLLL","leo@mailintaor.com","c/ de l'aviador Carlota Vera Lazaro","L'Armentera","Albanyà","roger@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","96391580001","Guerrero Saez, Malak","12/05/1990","Collado Ortega, Lluc","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Duran Gonzalez, Ismael","+34 XXXXZZZZ","+34 XXXXLLL","lluc@mailintaor.com","c/ de l'aviador Ismael Duran Gonzalez","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","40657569757","Soriano Ribera, Jan","19/02/1996","Gomez Bermudez, José","+34 XXXXXXX","+34 XXXXXXX","jan@mailintaor.com","Bravo Capdevila, Hugo","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Hugo Bravo Capdevila","L'Armentera","Albanyà","jan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","82617273596","Martos Andres, Nora","02/08/1996","Pozo Vera, Miguel","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Valls Prat, Albert","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Albert Valls Prat","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
